# 时间(秒) 聚合器ID 旧应用ID->新应用ID 旧键值->新键值
2.000029984 16 0->2 0->661
2.000030024 64 0->0 0->561
2.000030024 374 0->1 0->580
2.000030032 319 0->2 0->662
2.000030072 114 0->0 0->562
2.000030072 297 0->1 0->581
2.000030080 329 0->2 0->663
2.000030120 61 0->0 0->563
2.000030120 300 0->1 0->582
2.000030128 307 0->2 0->664
2.000030168 284 0->0 0->564
2.000030168 132 0->1 0->583
2.000030176 322 0->2 0->665
2.000030216 120 0->0 0->565
2.000030216 293 0->1 0->584
2.000030224 326 0->2 0->666
2.000030264 287 0->0 0->566
2.000030264 210 0->1 0->585
2.000030272 7 0->2 0->667
2.000030312 126 0->0 0->567
2.000030312 138 0->1 0->586
2.000030320 323 0->2 0->668
2.000030360 192 0->0 0->568
2.000030360 144 0->1 0->587
2.000030368 204 0->2 0->669
2.000030408 198 0->0 0->569
2.000030408 340 0->1 0->588
2.000030416 296 0->2 0->670
2.000030456 41 0->0 0->570
2.000030456 150 0->1 0->589
2.000030464 219 0->2 0->671
2.000030504 38 0->0 0->571
2.000030504 252 0->1 0->590
2.000030512 231 0->2 0->672
2.000030552 35 0->0 0->572
2.000030552 201 0->1 0->591
2.000030560 207 0->2 0->673
2.000030600 32 0->0 0->573
2.000030600 195 0->1 0->592
2.000030608 202 0->2 0->674
2.000030648 29 0->0 0->574
2.000030648 346 0->1 0->593
2.000030656 189 0->2 0->675
2.000030696 26 0->0 0->575
2.000030696 183 0->1 0->594
2.000030704 196 0->2 0->676
2.000030744 23 0->0 0->576
2.000030744 177 0->1 0->595
2.000030752 229 0->2 0->677
2.000030792 20 0->0 0->577
2.000030792 337 0->1 0->596
2.000030800 187 0->2 0->678
2.000030840 17 0->0 0->578
2.000030840 316 0->1 0->597
2.000030848 181 0->2 0->679
2.000030888 14 0->0 0->579
2.000030888 313 0->1 0->598
2.000030936 11 0->0 0->580
2.000030936 310 0->1 0->599
2.000030984 83 0->0 0->581
2.000030984 8 0->1 0->600
2.000031032 89 0->0 0->582
2.000031032 5 0->1 0->601
2.000031080 95 0->0 0->583
2.000031080 2 0->1 0->602
2.000031128 101 0->0 0->584
2.000031128 174 0->1 0->603
2.000031176 107 0->0 0->585
2.000031176 180 0->1 0->604
2.000031224 113 0->0 0->586
2.000031224 186 0->1 0->605
2.000031272 119 0->0 0->587
2.000031272 290 0->1 0->606
2.000031320 125 0->0 0->588
2.000031320 213 0->1 0->607
2.000031368 131 0->0 0->589
2.000031368 225 0->1 0->608
2.000031416 137 0->0 0->590
2.000031416 217 0->1 0->609
2.000031464 143 0->0 0->591
2.000031464 171 0->1 0->610
2.000031512 149 0->0 0->592
2.000031512 169 0->1 0->611
2.000031560 155 0->0 0->593
2.000031560 153 0->1 0->612
2.000031608 161 0->0 0->594
2.000031608 34 0->1 0->613
2.000031656 167 0->0 0->595
2.000031656 49 0->1 0->614
2.000031704 173 0->0 0->596
2.000031704 74 0->1 0->615
2.000031752 179 0->0 0->597
2.000031752 86 0->1 0->616
2.000031800 185 0->0 0->598
2.000031800 98 0->1 0->617
2.000031848 191 0->0 0->599
2.000031848 110 0->1 0->618
2.000031896 197 0->0 0->600
2.000031896 122 0->1 0->619
2.000031944 75 0->0 0->601
2.000031944 134 0->1 0->620
2.000031992 72 0->0 0->602
2.000031992 146 0->1 0->621
2.000032040 259 0->0 0->603
2.000032040 158 0->1 0->622
2.000032088 63 0->0 0->604
2.000032088 170 0->1 0->623
2.000032136 60 0->0 0->605
2.000032136 182 0->1 0->624
2.000032184 253 0->0 0->606
2.000032184 194 0->1 0->625
2.000032232 203 0->0 0->607
2.000032232 130 0->1 0->626
2.000032280 48 0->0 0->608
2.000032280 133 0->1 0->627
2.000032328 247 0->0 0->609
2.000032328 136 0->1 0->628
2.000032376 245 0->0 0->610
2.000032376 69 0->1 0->629
2.000032424 36 0->0 0->611
2.000032424 139 0->1 0->630
2.000032472 241 0->0 0->612
2.000032472 142 0->1 0->631
2.000032520 239 0->0 0->613
2.000032520 51 0->1 0->632
2.000032568 235 0->0 0->614
2.000032568 57 0->1 0->633
2.000032616 184 0->0 0->615
2.000032616 148 0->1 0->634
2.000032664 15 0->0 0->616
2.000032664 248 0->1 0->635
2.000032712 236 0->0 0->617
2.000032712 39 0->1 0->636
2.000032760 212 0->0 0->618
2.000032760 45 0->1 0->637
2.000032808 18 0->0 0->619
2.000032808 206 0->1 0->638
2.000032856 12 0->0 0->620
2.000032856 242 0->1 0->639
2.000032904 233 0->0 0->621
2.000032904 244 0->1 0->640
2.000032952 6 0->0 0->622
2.000032952 33 0->1 0->641
2.000033000 232 0->0 0->623
2.000033000 166 0->1 0->642
2.000033048 230 0->0 0->624
2.000033048 21 0->1 0->643
2.000033096 215 0->0 0->625
2.000033096 238 0->1 0->644
2.000033144 0 0->0 0->626
2.000033144 190 0->1 0->645
2.000033192 220 0->0 0->627
2.000033192 226 0->1 0->646
2.000033240 218 0->0 0->628
2.000033240 223 0->1 0->647
2.000033288 350 0->0 0->629
2.000033288 227 0->1 0->648
2.000033336 349 0->0 0->630
2.000033336 208 0->1 0->649
2.000033384 251 0->0 0->631
2.000033384 447 0->1 0->650
2.000033432 117 0->0 0->632
2.000033432 352 0->1 0->651
2.000033480 243 0->0 0->633
2.000033480 255 0->1 0->652
2.000033528 147 0->0 0->634
2.000033528 355 0->1 0->653
2.000033576 22 0->0 0->635
2.000033576 261 0->1 0->654
2.000033624 129 0->0 0->636
2.000033624 358 0->1 0->655
2.000033672 343 0->0 0->637
2.000033672 267 0->1 0->656
2.000033720 159 0->0 0->638
2.000033720 361 0->1 0->657
2.000033768 295 0->0 0->639
2.000033768 273 0->1 0->658
2.000033816 141 0->0 0->640
2.000033816 364 0->1 0->659
2.000033864 222 0->0 0->641
2.000033864 279 0->1 0->660
2.000033912 4 0->0 0->642
2.000033912 367 0->1 0->661
2.000033960 301 0->0 0->643
2.000033960 285 0->1 0->662
2.000034008 335 0->0 0->644
2.000034008 370 0->1 0->663
2.000034056 291 0->0 0->645
2.000034056 67 0->1 0->664
2.000034104 373 0->0 0->646
2.000034104 111 0->1 0->665
2.000034152 374 0->0 0->647
2.000034152 64 0->1 0->666
2.000034200 297 0->0 0->648
2.000034200 114 0->1 0->667
2.000034248 300 0->0 0->649
2.000034248 61 0->1 0->668
2.000034296 132 0->0 0->650
2.000034296 284 0->1 0->669
2.000034344 293 0->0 0->651
2.000034344 120 0->1 0->670
2.000034392 210 0->0 0->652
2.000034392 287 0->1 0->671
2.000034408 323 0->2 0->680
2.000034432 138 0->2 0->681
2.000034440 126 0->0 0->653
2.000034440 204 0->1 0->672
2.000034456 7 0->2 0->682
2.000034480 144 0->2 0->683
2.000034488 192 0->0 0->654
2.000034488 296 0->1 0->673
2.000034504 326 0->2 0->684
2.000034528 340 0->2 0->685
2.000034536 198 0->0 0->655
2.000034536 219 0->1 0->674
2.000034552 322 0->2 0->686
2.000034576 150 0->2 0->687
2.000034584 41 0->0 0->656
2.000034584 231 0->1 0->675
2.000034600 307 0->2 0->688
2.000034624 252 0->2 0->689
2.000034632 38 0->0 0->657
2.000034632 207 0->1 0->676
2.000034648 329 0->2 0->690
2.000034672 201 0->2 0->691
2.000034680 35 0->0 0->658
2.000034680 202 0->1 0->677
2.000034696 319 0->2 0->692
2.000034720 195 0->2 0->693
2.000034728 32 0->0 0->659
2.000034728 189 0->1 0->678
2.000034744 16 0->2 0->694
2.000034768 346 0->2 0->695
2.000034776 29 0->0 0->660
2.000034776 196 0->1 0->679
2.000034792 332 0->2 0->696
2.000034816 183 0->2 0->697
2.000034824 26 0->0 0->661
2.000034824 229 0->1 0->680
2.000034840 193 0->2 0->698
2.000034864 177 0->2 0->699
2.000034872 23 0->0 0->662
2.000034872 187 0->1 0->681
2.000034888 281 0->2 0->700
2.000034912 337 0->2 0->701
2.000034920 20 0->0 0->663
2.000034920 181 0->1 0->682
2.000034936 1 0->2 0->702
2.000034960 316 0->2 0->703
2.000034968 17 0->0 0->664
2.000034968 70 0->1 0->683
2.000034984 216 0->2 0->704
2.000035008 313 0->2 0->705
2.000035016 14 0->0 0->665
2.000035016 280 0->1 0->684
2.000035032 28 0->2 0->706
2.000035056 310 0->2 0->707
2.000035064 11 0->0 0->666
2.000035064 73 0->1 0->685
2.000035080 24 0->2 0->708
2.000035104 8 0->2 0->709
2.000035112 83 0->0 0->667
2.000035112 108 0->1 0->686
2.000035128 338 0->2 0->710
2.000035152 5 0->2 0->711
2.000035160 89 0->0 0->668
2.000035160 76 0->1 0->687
2.000035176 341 0->2 0->712
2.000035200 2 0->2 0->713
2.000035208 95 0->0 0->669
2.000035208 105 0->1 0->688
2.000035224 40 0->2 0->714
2.000035248 174 0->2 0->715
2.000035256 101 0->0 0->670
2.000035256 79 0->1 0->689
2.000035272 19 0->2 0->716
2.000035296 180 0->2 0->717
2.000035304 107 0->0 0->671
2.000035304 278 0->1 0->690
2.000035320 344 0->2 0->718
2.000035344 186 0->2 0->719
2.000035352 113 0->0 0->672
2.000035352 82 0->1 0->691
2.000035368 240 0->2 0->720
2.000035392 290 0->2 0->721
2.000035400 119 0->0 0->673
2.000035400 277 0->1 0->692
2.000035416 52 0->2 0->722
2.000035440 213 0->2 0->723
2.000035448 125 0->0 0->674
2.000035448 85 0->1 0->693
2.000035464 31 0->2 0->724
2.000035488 225 0->2 0->725
2.000035496 131 0->0 0->675
2.000035496 102 0->1 0->694
2.000035512 246 0->2 0->726
2.000035536 217 0->2 0->727
2.000035544 137 0->0 0->676
2.000035544 88 0->1 0->695
2.000035560 68 0->2 0->728
2.000035584 171 0->2 0->729
2.000035592 143 0->0 0->677
2.000035592 99 0->1 0->696
2.000035608 80 0->2 0->730
2.000035632 169 0->2 0->731
2.000035640 149 0->0 0->678
2.000035640 91 0->1 0->697
2.000035656 92 0->2 0->732
2.000035680 153 0->2 0->733
2.000035688 155 0->0 0->679
2.000035688 275 0->1 0->698
2.000035704 104 0->2 0->734
2.000035728 34 0->2 0->735
2.000035736 161 0->0 0->680
2.000035736 94 0->1 0->699
2.000035752 116 0->2 0->736
2.000035776 49 0->2 0->737
2.000035784 167 0->0 0->681
2.000035784 274 0->1 0->700
2.000035800 128 0->2 0->738
2.000035824 74 0->2 0->739
2.000035832 173 0->0 0->682
2.000035832 97 0->1 0->701
2.000035848 140 0->2 0->740
2.000035872 86 0->2 0->741
2.000035880 179 0->0 0->683
2.000035880 96 0->1 0->702
2.000035896 152 0->2 0->742
2.000035920 98 0->2 0->743
2.000035928 185 0->0 0->684
2.000035928 100 0->1 0->703
2.000035944 164 0->2 0->744
2.000035968 110 0->2 0->745
2.000035976 191 0->0 0->685
2.000035976 93 0->1 0->704
2.000035992 176 0->2 0->746
2.000036016 122 0->2 0->747
2.000036024 197 0->0 0->686
2.000036024 103 0->1 0->705
2.000036040 188 0->2 0->748
2.000036064 134 0->2 0->749
2.000036072 75 0->0 0->687
2.000036072 272 0->1 0->706
2.000036088 127 0->2 0->750
2.000036112 146 0->2 0->751
2.000036120 72 0->0 0->688
2.000036120 106 0->1 0->707
2.000036136 260 0->2 0->752
2.000036160 158 0->2 0->753
2.000036168 259 0->0 0->689
2.000036168 271 0->1 0->708
2.000036184 263 0->2 0->754
2.000036208 170 0->2 0->755
2.000036216 63 0->0 0->690
2.000036216 109 0->1 0->709
2.000036232 200 0->2 0->756
2.000036256 182 0->2 0->757
2.000036264 60 0->0 0->691
2.000036264 90 0->1 0->710
2.000036280 256 0->2 0->758
2.000036304 194 0->2 0->759
2.000036312 253 0->0 0->692
2.000036312 112 0->1 0->711
2.000036328 66 0->2 0->760
2.000036352 130 0->2 0->761
2.000036360 203 0->0 0->693
2.000036360 87 0->1 0->712
2.000036376 257 0->2 0->762
2.000036400 133 0->2 0->763
2.000036408 48 0->0 0->694
2.000036408 115 0->1 0->713
2.000036424 145 0->2 0->764
2.000036448 136 0->2 0->765
2.000036456 247 0->0 0->695
2.000036456 269 0->1 0->714
2.000036472 250 0->2 0->766
2.000036496 69 0->2 0->767
2.000036504 245 0->0 0->696
2.000036504 118 0->1 0->715
2.000036520 54 0->2 0->768
2.000036544 139 0->2 0->769
2.000036552 36 0->0 0->697
2.000036552 268 0->1 0->716
2.000036568 151 0->2 0->770
2.000036592 142 0->2 0->771
2.000036600 241 0->0 0->698
2.000036600 121 0->1 0->717
2.000036616 154 0->2 0->772
2.000036640 51 0->2 0->773
2.000036648 239 0->0 0->699
2.000036648 84 0->1 0->718
2.000036664 157 0->2 0->774
2.000036688 57 0->2 0->775
2.000036696 235 0->0 0->700
2.000036696 124 0->1 0->719
2.000036712 42 0->2 0->776
2.000036736 148 0->2 0->777
2.000036744 184 0->0 0->701
2.000036744 81 0->1 0->720
2.000036760 160 0->2 0->778
2.000036784 248 0->2 0->779
2.000036792 15 0->0 0->702
2.000036792 78 0->1 0->721
2.000036808 163 0->2 0->780
2.000036832 39 0->2 0->781
2.000036840 236 0->0 0->703
2.000036840 266 0->1 0->722
2.000036856 209 0->2 0->782
2.000036880 45 0->2 0->783
2.000036888 212 0->0 0->704
2.000036888 262 0->1 0->723
2.000036904 30 0->2 0->784
2.000036928 206 0->2 0->785
2.000036936 18 0->0 0->705
2.000036936 265 0->1 0->724
2.000036952 172 0->2 0->786
2.000036976 242 0->2 0->787
2.000036984 12 0->0 0->706
2.000036984 283 0->1 0->725
2.000037000 178 0->2 0->788
2.000037024 244 0->2 0->789
2.000037032 233 0->0 0->707
2.000037032 56 0->1 0->726
2.000037048 9 0->2 0->790
2.000037072 33 0->2 0->791
2.000037080 6 0->0 0->708
2.000037080 123 0->1 0->727
2.000037096 199 0->2 0->792
2.000037120 166 0->2 0->793
2.000037128 232 0->0 0->709
2.000037128 289 0->1 0->728
2.000037144 224 0->2 0->794
2.000037168 21 0->2 0->795
2.000037176 230 0->0 0->710
2.000037176 43 0->1 0->729
2.000037192 221 0->2 0->796
2.000037216 238 0->2 0->797
2.000037224 215 0->0 0->711
2.000037224 135 0->1 0->730
2.000037240 205 0->2 0->798
2.000037264 190 0->2 0->799
2.000037272 0 0->0 0->712
2.000037272 62 0->1 0->731
2.000037288 211 0->2 0->800
2.000037312 226 0->2 0->801
2.000037320 220 0->0 0->713
2.000037320 286 0->1 0->732
2.000037336 353 0->2 0->802
2.000037360 223 0->2 0->803
2.000037368 218 0->0 0->714
2.000037368 254 0->1 0->733
2.000037384 258 0->2 0->804
2.000037408 227 0->2 0->805
2.000037416 350 0->0 0->715
2.000037416 46 0->1 0->734
2.000037432 356 0->2 0->806
2.000037456 208 0->2 0->807
2.000037464 349 0->0 0->716
2.000037464 292 0->1 0->735
2.000037480 264 0->2 0->808
2.000037504 447 0->2 0->809
2.000037512 251 0->0 0->717
2.000037512 37 0->1 0->736
2.000037528 359 0->2 0->810
2.000037552 352 0->2 0->811
2.000037560 117 0->0 0->718
2.000037560 10 0->1 0->737
2.000037576 270 0->2 0->812
2.000037600 255 0->2 0->813
2.000037608 243 0->0 0->719
2.000037608 298 0->1 0->738
2.000037624 362 0->2 0->814
2.000037648 355 0->2 0->815
2.000037656 147 0->0 0->720
2.000037656 25 0->1 0->739
2.000037672 276 0->2 0->816
2.000037696 261 0->2 0->817
2.000037704 22 0->0 0->721
2.000037704 27 0->1 0->740
2.000037720 365 0->2 0->818
2.000037744 358 0->2 0->819
2.000037752 129 0->0 0->722
2.000037752 304 0->1 0->741
2.000037768 282 0->2 0->820
2.000037792 267 0->2 0->821
2.000037800 343 0->0 0->723
2.000037800 13 0->1 0->742
2.000037816 368 0->2 0->822
2.000037840 361 0->2 0->823
2.000037848 159 0->0 0->724
2.000037848 165 0->1 0->743
2.000037864 288 0->2 0->824
2.000037888 273 0->2 0->825
2.000037896 295 0->0 0->725
2.000037896 325 0->1 0->744
2.000037912 371 0->2 0->826
2.000037936 364 0->2 0->827
2.000037944 141 0->0 0->726
2.000037944 175 0->1 0->745
2.000037960 294 0->2 0->828
2.000037984 279 0->2 0->829
2.000037992 222 0->0 0->727
2.000037992 77 0->1 0->746
2.000038032 367 0->2 0->830
2.000038040 4 0->0 0->728
2.000038040 71 0->1 0->747
2.000038080 285 0->2 0->831
2.000038088 301 0->0 0->729
2.000038088 65 0->1 0->748
2.000038128 370 0->2 0->832
2.000038136 335 0->0 0->730
2.000038136 59 0->1 0->749
2.000038176 67 0->2 0->833
2.000038184 291 0->0 0->731
2.000038184 58 0->1 0->750
2.000038224 111 0->2 0->834
2.000038232 373 0->0 0->732
2.000038232 55 0->1 0->751
2.000038272 64 0->2 0->835
2.000038280 374 0->0 0->733
2.000038280 53 0->1 0->752
2.000038320 114 0->2 0->836
2.000038328 297 0->0 0->734
2.000038328 50 0->1 0->753
2.000038368 61 0->2 0->837
2.000038376 300 0->0 0->735
2.000038376 47 0->1 0->754
2.000038416 284 0->2 0->838
2.000038424 132 0->0 0->736
2.000038424 44 0->1 0->755
2.000038464 323 0->2 0->839
2.000038472 120 0->0 0->737
2.000038472 293 0->1 0->756
2.000038512 7 0->2 0->840
2.000038520 287 0->0 0->738
2.000038520 210 0->1 0->757
2.000038560 326 0->2 0->841
2.000038568 204 0->0 0->739
2.000038568 126 0->1 0->758
2.000038608 322 0->2 0->842
2.000038616 296 0->0 0->740
2.000038616 192 0->1 0->759
2.000038656 307 0->2 0->843
2.000038664 219 0->0 0->741
2.000038664 198 0->1 0->760
2.000038704 329 0->2 0->844
2.000038712 231 0->0 0->742
2.000038712 41 0->1 0->761
2.000038752 319 0->2 0->845
2.000038760 207 0->0 0->743
2.000038760 38 0->1 0->762
2.000038800 16 0->2 0->846
2.000038808 202 0->0 0->744
2.000038808 35 0->1 0->763
2.000038848 332 0->2 0->847
2.000038856 189 0->0 0->745
2.000038856 32 0->1 0->764
2.000038896 193 0->2 0->848
2.000038904 196 0->0 0->746
2.000038904 29 0->1 0->765
2.000038944 281 0->2 0->849
2.000038952 229 0->0 0->747
2.000038952 26 0->1 0->766
2.000039000 1 0->0 0->748
2.000039000 187 0->1 0->767
2.000039048 216 0->0 0->749
2.000039048 181 0->1 0->768
2.000039096 28 0->0 0->750
2.000039096 70 0->1 0->769
2.000039144 24 0->0 0->751
2.000039144 280 0->1 0->770
2.000039192 338 0->0 0->752
2.000039192 73 0->1 0->771
2.000039240 341 0->0 0->753
2.000039240 108 0->1 0->772
2.000039288 40 0->0 0->754
2.000039288 76 0->1 0->773
2.000039336 19 0->0 0->755
2.000039336 105 0->1 0->774
2.000039384 344 0->0 0->756
2.000039384 79 0->1 0->775
2.000039432 240 0->0 0->757
2.000039432 278 0->1 0->776
2.000039480 52 0->0 0->758
2.000039480 82 0->1 0->777
2.000039528 31 0->0 0->759
2.000039528 277 0->1 0->778
2.000039576 246 0->0 0->760
2.000039576 85 0->1 0->779
2.000039624 68 0->0 0->761
2.000039624 102 0->1 0->780
2.000039672 80 0->0 0->762
2.000039672 88 0->1 0->781
2.000039720 92 0->0 0->763
2.000039720 99 0->1 0->782
2.000039768 104 0->0 0->764
2.000039768 91 0->1 0->783
2.000039816 116 0->0 0->765
2.000039816 275 0->1 0->784
2.000039864 128 0->0 0->766
2.000039864 94 0->1 0->785
2.000039912 140 0->0 0->767
2.000039912 274 0->1 0->786
2.000039960 152 0->0 0->768
2.000039960 97 0->1 0->787
2.000040008 164 0->0 0->769
2.000040008 96 0->1 0->788
2.000040056 176 0->0 0->770
2.000040056 100 0->1 0->789
2.000040104 188 0->0 0->771
2.000040104 93 0->1 0->790
2.000040152 127 0->0 0->772
2.000040152 103 0->1 0->791
2.000040200 260 0->0 0->773
2.000040200 272 0->1 0->792
2.000040248 263 0->0 0->774
2.000040248 106 0->1 0->793
2.000040296 200 0->0 0->775
2.000040296 271 0->1 0->794
2.000040344 256 0->0 0->776
2.000040344 109 0->1 0->795
2.000040392 66 0->0 0->777
2.000040392 90 0->1 0->796
2.000040440 257 0->0 0->778
2.000040440 112 0->1 0->797
2.000040488 145 0->0 0->779
2.000040488 87 0->1 0->798
2.000040536 250 0->0 0->780
2.000040536 115 0->1 0->799
2.000040584 54 0->0 0->781
2.000040584 269 0->1 0->800
2.000040632 151 0->0 0->782
2.000040632 118 0->1 0->801
2.000040680 154 0->0 0->783
2.000040680 268 0->1 0->802
2.000040728 157 0->0 0->784
2.000040728 121 0->1 0->803
2.000040776 42 0->0 0->785
2.000040776 84 0->1 0->804
2.000040824 160 0->0 0->786
2.000040824 124 0->1 0->805
2.000040872 163 0->0 0->787
2.000040872 81 0->1 0->806
2.000040920 209 0->0 0->788
2.000040920 78 0->1 0->807
2.000040968 30 0->0 0->789
2.000040968 266 0->1 0->808
2.000041016 172 0->0 0->790
2.000041016 262 0->1 0->809
2.000041064 178 0->0 0->791
2.000041064 265 0->1 0->810
2.000041112 9 0->0 0->792
2.000041112 283 0->1 0->811
2.000041160 199 0->0 0->793
2.000041160 56 0->1 0->812
2.000041208 224 0->0 0->794
2.000041208 123 0->1 0->813
2.000041256 221 0->0 0->795
2.000041256 289 0->1 0->814
2.000041304 205 0->0 0->796
2.000041304 43 0->1 0->815
2.000041352 211 0->0 0->797
2.000041352 135 0->1 0->816
2.000041400 353 0->0 0->798
2.000041400 62 0->1 0->817
2.000041448 258 0->0 0->799
2.000041448 286 0->1 0->818
2.000041496 356 0->0 0->800
2.000041496 254 0->1 0->819
2.000041544 264 0->0 0->801
2.000041544 46 0->1 0->820
2.000041592 359 0->0 0->802
2.000041592 292 0->1 0->821
2.000041640 270 0->0 0->803
2.000041640 37 0->1 0->822
2.000041688 362 0->0 0->804
2.000041688 10 0->1 0->823
2.000041736 276 0->0 0->805
2.000041736 298 0->1 0->824
2.000041784 365 0->0 0->806
2.000041784 25 0->1 0->825
2.000041832 282 0->0 0->807
2.000041832 27 0->1 0->826
2.000041880 368 0->0 0->808
2.000041880 304 0->1 0->827
2.000041928 288 0->0 0->809
2.000041928 13 0->1 0->828
2.000041976 371 0->0 0->810
2.000041976 165 0->1 0->829
2.000042024 294 0->0 0->811
2.000042024 325 0->1 0->830
2.000042072 175 0->0 0->812
2.000042072 141 0->1 0->831
2.000042120 77 0->0 0->813
2.000042120 222 0->1 0->832
2.000042168 71 0->0 0->814
2.000042168 4 0->1 0->833
2.000042216 65 0->0 0->815
2.000042216 301 0->1 0->834
2.000042264 59 0->0 0->816
2.000042264 335 0->1 0->835
2.000042312 58 0->0 0->817
2.000042312 291 0->1 0->836
2.000042360 55 0->0 0->818
2.000042360 373 0->1 0->837
2.000042408 53 0->0 0->819
2.000042408 374 0->1 0->838
2.000042456 50 0->0 0->820
2.000042456 297 0->1 0->839
2.000042504 47 0->0 0->821
2.000042504 300 0->1 0->840
2.000042504 284 0->2 0->850
2.000042528 323 0->2 0->851
2.000042552 44 0->0 0->822
2.000042552 132 0->1 0->841
2.000042552 61 0->2 0->852
2.000042576 7 0->2 0->853
2.000042600 293 0->0 0->823
2.000042600 120 0->1 0->842
2.000042600 114 0->2 0->854
2.000042624 326 0->2 0->855
2.000042648 210 0->0 0->824
2.000042648 287 0->1 0->843
2.000042648 64 0->2 0->856
2.000042672 322 0->2 0->857
2.000042696 126 0->0 0->825
2.000042696 204 0->1 0->844
2.000042696 111 0->2 0->858
2.000042720 307 0->2 0->859
2.000042744 192 0->0 0->826
2.000042744 296 0->1 0->845
2.000042744 67 0->2 0->860
2.000042768 329 0->2 0->861
2.000042792 198 0->0 0->827
2.000042792 219 0->1 0->846
2.000042792 370 0->2 0->862
2.000042816 319 0->2 0->863
2.000042840 41 0->0 0->828
2.000042840 231 0->1 0->847
2.000042840 285 0->2 0->864
2.000042864 16 0->2 0->865
2.000042888 38 0->0 0->829
2.000042888 207 0->1 0->848
2.000042888 367 0->2 0->866
2.000042912 332 0->2 0->867
2.000042936 35 0->0 0->830
2.000042936 202 0->1 0->849
2.000042936 279 0->2 0->868
2.000042960 193 0->2 0->869
2.000042984 32 0->0 0->831
2.000042984 189 0->1 0->850
2.000042984 295 0->2 0->870
2.000043008 281 0->2 0->871
2.000043032 29 0->0 0->832
2.000043032 196 0->1 0->851
2.000043032 364 0->2 0->872
2.000043056 159 0->2 0->873
2.000043080 26 0->0 0->833
2.000043080 229 0->1 0->852
2.000043080 273 0->2 0->874
2.000043104 343 0->2 0->875
2.000043128 187 0->0 0->834
2.000043128 1 0->1 0->853
2.000043128 361 0->2 0->876
2.000043152 129 0->2 0->877
2.000043176 181 0->0 0->835
2.000043176 216 0->1 0->854
2.000043176 267 0->2 0->878
2.000043200 22 0->2 0->879
2.000043224 70 0->0 0->836
2.000043224 28 0->1 0->855
2.000043224 358 0->2 0->880
2.000043248 147 0->2 0->881
2.000043272 280 0->0 0->837
2.000043272 24 0->1 0->856
2.000043272 261 0->2 0->882
2.000043296 243 0->2 0->883
2.000043320 73 0->0 0->838
2.000043320 338 0->1 0->857
2.000043320 355 0->2 0->884
2.000043344 117 0->2 0->885
2.000043368 108 0->0 0->839
2.000043368 341 0->1 0->858
2.000043368 255 0->2 0->886
2.000043392 251 0->2 0->887
2.000043416 76 0->0 0->840
2.000043416 40 0->1 0->859
2.000043416 352 0->2 0->888
2.000043440 349 0->2 0->889
2.000043464 105 0->0 0->841
2.000043464 19 0->1 0->860
2.000043464 447 0->2 0->890
2.000043488 350 0->2 0->891
2.000043512 79 0->0 0->842
2.000043512 344 0->1 0->861
2.000043512 208 0->2 0->892
2.000043536 218 0->2 0->893
2.000043560 278 0->0 0->843
2.000043560 240 0->1 0->862
2.000043560 227 0->2 0->894
2.000043584 220 0->2 0->895
2.000043608 82 0->0 0->844
2.000043608 52 0->1 0->863
2.000043608 223 0->2 0->896
2.000043632 0 0->2 0->897
2.000043656 277 0->0 0->845
2.000043656 31 0->1 0->864
2.000043656 226 0->2 0->898
2.000043680 215 0->2 0->899
2.000043704 85 0->0 0->846
2.000043704 246 0->1 0->865
2.000043704 190 0->2 0->900
2.000043728 230 0->2 0->901
2.000043752 102 0->0 0->847
2.000043752 68 0->1 0->866
2.000043752 238 0->2 0->902
2.000043776 232 0->2 0->903
2.000043800 88 0->0 0->848
2.000043800 80 0->1 0->867
2.000043800 21 0->2 0->904
2.000043824 6 0->2 0->905
2.000043848 99 0->0 0->849
2.000043848 92 0->1 0->868
2.000043848 166 0->2 0->906
2.000043872 233 0->2 0->907
2.000043896 91 0->0 0->850
2.000043896 104 0->1 0->869
2.000043896 33 0->2 0->908
2.000043920 12 0->2 0->909
2.000043944 275 0->0 0->851
2.000043944 116 0->1 0->870
2.000043944 244 0->2 0->910
2.000043968 18 0->2 0->911
2.000043992 94 0->0 0->852
2.000043992 128 0->1 0->871
2.000043992 242 0->2 0->912
2.000044016 212 0->2 0->913
2.000044040 274 0->0 0->853
2.000044040 140 0->1 0->872
2.000044040 206 0->2 0->914
2.000044064 236 0->2 0->915
2.000044088 97 0->0 0->854
2.000044088 152 0->1 0->873
2.000044088 45 0->2 0->916
2.000044112 15 0->2 0->917
2.000044136 96 0->0 0->855
2.000044136 164 0->1 0->874
2.000044136 39 0->2 0->918
2.000044160 184 0->2 0->919
2.000044184 100 0->0 0->856
2.000044184 176 0->1 0->875
2.000044184 248 0->2 0->920
2.000044208 235 0->2 0->921
2.000044232 93 0->0 0->857
2.000044232 188 0->1 0->876
2.000044232 148 0->2 0->922
2.000044256 239 0->2 0->923
2.000044280 103 0->0 0->858
2.000044280 127 0->1 0->877
2.000044280 57 0->2 0->924
2.000044304 241 0->2 0->925
2.000044328 272 0->0 0->859
2.000044328 260 0->1 0->878
2.000044328 51 0->2 0->926
2.000044352 36 0->2 0->927
2.000044376 106 0->0 0->860
2.000044376 263 0->1 0->879
2.000044376 142 0->2 0->928
2.000044400 245 0->2 0->929
2.000044424 271 0->0 0->861
2.000044424 200 0->1 0->880
2.000044424 139 0->2 0->930
